Lançamento,forecast_hour,Horizonte,u(1)1000,v(1)1000,u(2)1000,v(2)1000,u(3)1000,v(3)1000,u(4)1000,v(4)1000,Observação (m/s)
2022-05-01 15:00:00,2022-05-02 15:00:00,24,-4.543439865112305,3.488352060317993,-5.603439807891846,5.9683518409729,-4.793439865112305,5.2183518409729,-4.443439960479736,3.0983519554138184,5.5
2022-05-01 15:00:00,2022-05-01 21:00:00,6,-1.40728759765625,2.645620107650757,-5.967287540435791,4.805620193481445,-4.477287769317627,4.005620002746582,-0.1872875988483429,2.315620183944702,4.0
2022-05-01 15:00:00,2022-05-02 03:00:00,12,-0.7671496868133545,2.831027746200561,-5.207149505615234,4.861027717590332,-3.5271496772766118,4.411027908325195,-0.2171496599912643,2.541027784347534,2.1
2022-05-01 15:00:00,2022-05-02 09:00:00,18,-3.414050340652466,3.742509841918945,-5.704050064086914,5.832509994506836,-4.904050350189209,5.302509784698486,-3.0040502548217773,3.4825098514556885,2.5
2022-05-01 15:00:00,2022-05-02 12:00:00,21,-3.849521398544312,3.7404956817626953,-5.069521427154541,6.210495471954346,-4.569521427154541,5.690495491027832,-3.929521560668945,3.460495710372925,3.4
2022-05-01 15:00:00,2022-05-02 00:00:00,9,-0.7328711152076721,2.645143985748291,-5.892870903015137,4.255144119262695,-4.082870960235596,4.08514404296875,-0.0828710943460464,2.475144147872925,3.4
2022-05-01 21:00:00,2022-05-02 15:00:00,18,-4.189328670501709,3.4777417182922363,-6.439328670501709,5.387741565704346,-5.349328517913818,4.867741584777832,-4.039328575134277,3.017741680145264,5.5
2022-05-01 21:00:00,2022-05-02 18:00:00,21,-3.239853620529175,2.6267285346984863,-7.079853534698486,4.826728343963623,-5.829853534698486,4.506728649139404,-2.289853572845459,2.016728401184082,5.2
2022-05-01 21:00:00,2022-05-02 03:00:00,6,-1.3617980480194092,2.802248477935791,-6.341798305511475,4.802248477935791,-4.861798286437988,4.092248439788818,-0.3717980980873108,2.372248649597168,2.1
2022-05-01 21:00:00,2022-05-02 00:00:00,3,-1.2102197408676147,2.644482374191284,-6.490219593048096,4.484482288360596,-4.940219879150391,4.094482421875,-0.2602197229862213,2.4344823360443115,3.4
2022-05-01 21:00:00,2022-05-02 12:00:00,15,-3.9220995903015137,3.6828784942626953,-5.68209981918335,6.002878189086914,-4.912099838256836,5.602878570556641,-4.062099456787109,3.3428783416748047,3.4
2022-05-01 21:00:00,2022-05-02 06:00:00,9,-1.1656982898712158,2.6626758575439453,-6.7156982421875,4.412675857543945,-4.775698184967041,4.182675838470459,-0.2756982445716858,2.4726758003234863,2.1
2022-05-01 21:00:00,2022-05-02 21:00:00,24,-3.307126522064209,2.36077880859375,-7.497126579284668,4.430778980255127,-6.257126331329346,4.120779037475586,-1.8571264743804927,2.0107789039611816,3.8
2022-05-01 21:00:00,2022-05-02 09:00:00,12,-3.715329647064209,3.313232421875,-6.725329399108887,5.173232555389404,-5.655329704284668,4.943232536315918,-3.6053295135498047,3.283232450485229,2.5
2022-05-02 03:00:00,2022-05-02 09:00:00,6,-3.848876953125,3.5374584197998047,-7.31887674331665,5.547458648681641,-5.928876876831055,5.167458534240723,-3.738877058029175,3.4174585342407227,2.5
2022-05-02 03:00:00,2022-05-02 12:00:00,9,-4.049843788146973,3.6820898056030273,-6.08984375,6.092089653015137,-5.389843940734863,5.562089920043945,-4.019843578338623,3.39208984375,3.4
2022-05-02 03:00:00,2022-05-02 06:00:00,3,-1.243981957435608,2.942045927047729,-6.953981876373291,4.852046012878418,-5.023982048034668,4.522046089172363,-0.3239819407463074,2.5520458221435547,2.1
2022-05-02 03:00:00,2022-05-02 18:00:00,15,-3.075139045715332,2.6698851585388184,-7.125139236450195,4.769885063171387,-5.825139045715332,4.529885292053223,-2.2351391315460205,2.1698851585388184,5.2
2022-05-02 03:00:00,2022-05-03 00:00:00,21,-1.975195288658142,2.562060594558716,-6.515195369720459,4.772060394287109,-4.905195236206055,4.772060394287109,-0.7951953411102295,2.222060441970825,3.5
2022-05-02 03:00:00,2022-05-03 03:00:00,24,-0.4093261659145355,2.732597589492798,-5.759325981140137,5.66259765625,-4.179326057434082,5.19259786605835,0.3306738138198852,2.532597541809082,3.7
2022-05-02 03:00:00,2022-05-02 21:00:00,18,-3.151618719100952,2.2354297637939453,-7.421618461608887,4.085429668426514,-5.951618671417236,4.295429706573486,-1.7016186714172363,1.8554296493530276,3.8
2022-05-02 03:00:00,2022-05-02 15:00:00,12,-4.027729511260986,3.239055156707764,-6.757729530334473,5.139055252075195,-5.477729320526123,4.709054946899414,-3.947729587554932,3.059055089950561,5.5
2022-05-02 09:00:00,2022-05-03 06:00:00,21,-0.8195483684539795,2.9415478706359863,-5.939548492431641,5.691547870635986,-3.9295482635498047,5.2115478515625,-0.4095483422279358,2.5615477561950684,2.2
2022-05-02 09:00:00,2022-05-02 18:00:00,9,-2.990920305252075,2.762126445770264,-6.740920543670654,5.142126560211182,-5.500920295715332,4.782126426696777,-2.400920391082764,2.172126531600952,5.2
2022-05-02 09:00:00,2022-05-03 03:00:00,18,-0.4936303794384002,2.5177001953125,-6.193630218505859,5.137700080871582,-4.833630561828613,4.507699966430664,0.2863696217536926,2.1877002716064453,3.7
2022-05-02 09:00:00,2022-05-02 21:00:00,12,-3.0808300971984863,2.389286994934082,-7.460830211639404,4.429286956787109,-6.07082986831665,4.149287223815918,-2.1808300018310547,1.9892871379852293,3.8
2022-05-02 09:00:00,2022-05-03 09:00:00,24,-2.794062614440918,3.751543045043945,-7.174062728881836,6.031542778015137,-5.734062671661377,5.201542854309082,-2.704062461853028,3.5415430068969727,2.5
2022-05-02 09:00:00,2022-05-03 00:00:00,15,-1.7419995069503784,2.736479520797729,-6.351999282836914,5.166479587554932,-5.041999340057373,4.626479625701904,-0.3719995021820068,2.2964794635772705,3.5
2022-05-02 09:00:00,2022-05-02 12:00:00,3,-4.033185958862305,3.6819019317626953,-5.973186016082764,6.171901702880859,-5.243185997009277,5.551901817321777,-4.123186111450195,3.271901845932007,3.4
2022-05-02 09:00:00,2022-05-02 15:00:00,6,-4.084160327911377,3.5630273818969727,-6.434160232543945,5.543027400970459,-5.354160308837891,4.943027496337891,-3.9841601848602295,3.043027400970459,5.5
2022-05-02 15:00:00,2022-05-03 12:00:00,21,-4.452480316162109,3.6280016899108887,-6.362480640411377,5.578001499176025,-5.592480659484863,5.398001670837402,-4.132480621337891,3.428001642227173,4.4
2022-05-02 15:00:00,2022-05-02 21:00:00,6,-2.871989727020264,2.170849561691284,-7.371989727020264,4.190849781036377,-5.911989688873291,4.190849781036377,-1.5619897842407229,1.820849657058716,3.8
2022-05-02 15:00:00,2022-05-03 09:00:00,18,-3.065214872360229,3.99090576171875,-7.245214939117432,6.49090576171875,-5.885214805603027,5.570905685424805,-2.725214958190918,3.760905742645264,2.5
2022-05-02 15:00:00,2022-05-03 15:00:00,24,-3.862236261367798,3.53400993347168,-5.76223611831665,5.62401008605957,-4.962236404418945,5.014009952545166,-3.702236413955689,3.0940101146698,5.1
2022-05-02 15:00:00,2022-05-03 03:00:00,12,-0.3535302877426147,2.485481023788452,-5.873530387878418,4.955481052398682,-4.403530120849609,4.455481052398682,0.6164697408676147,2.2654809951782227,3.7
2022-05-02 15:00:00,2022-05-03 06:00:00,15,-0.5298241972923279,3.007519483566284,-5.28982400894165,6.097519397735596,-3.8498241901397705,5.267519474029541,-0.4198242127895355,2.597519636154175,2.2
2022-05-02 15:00:00,2022-05-03 00:00:00,9,-1.5520068407058716,2.4304590225219727,-6.21200704574585,4.720458984375,-4.982007026672363,4.280458927154541,-0.3020068407058716,2.1804590225219727,3.5
2022-05-02 15:00:00,2022-05-02 18:00:00,3,-2.8423023223876958,2.6450562477111816,-6.562302112579346,4.905055999755859,-5.462302207946777,4.585056304931641,-2.0023021697998047,2.0250561237335205,5.2
2022-05-02 21:00:00,2022-05-03 09:00:00,12,-3.449336051940918,3.919465303421021,-6.389336109161377,5.929465293884277,-5.639336109161377,5.6094651222229,-2.719336032867432,4.039465427398682,2.5
2022-05-02 21:00:00,2022-05-03 03:00:00,6,-0.5136792063713074,2.588007926940918,-5.8036789894104,5.168007850646973,-3.9136791229248047,4.808007717132568,0.1963208019733429,2.398007869720459,3.7
2022-05-02 21:00:00,2022-05-03 15:00:00,18,-4.026738166809082,3.315048933029175,-6.036738395690918,5.315048694610596,-4.996738433837891,5.065048694610596,-3.826738357543945,3.1350488662719727,5.1
2022-05-02 21:00:00,2022-05-03 06:00:00,9,-0.5138012766838074,2.907500028610229,-5.223801136016846,6.247499942779541,-4.003801345825195,5.377500057220459,-0.3938012719154358,2.4175000190734863,2.2
2022-05-02 21:00:00,2022-05-03 18:00:00,21,-2.6479272842407227,2.837294816970825,-7.077927112579346,4.857295036315918,-5.797927379608154,4.207294940948486,-1.7679272890090942,2.097294807434082,5.3
2022-05-02 21:00:00,2022-05-03 12:00:00,15,-4.335522651672363,3.668359279632568,-5.975522518157959,5.78835916519165,-5.335522651672363,5.298359394073486,-4.335522651672363,3.378359317779541,4.4
2022-05-02 21:00:00,2022-05-03 00:00:00,3,-1.0673681497573853,2.8299901485443115,-5.507368087768555,5.489990234375,-4.187368392944336,4.939990043640137,0.1926318407058715,2.2699902057647705,3.5
2022-05-02 21:00:00,2022-05-03 21:00:00,24,-2.8058300018310547,2.6213061809539795,-7.525830268859863,4.861306190490723,-6.265830039978027,4.771306037902832,-1.5258300304412842,2.031306266784668,4.8
2022-05-03 03:00:00,2022-05-03 21:00:00,18,-3.4627246856689453,2.7805895805358887,-7.712724685668945,5.050589561462402,-6.422724723815918,4.650589466094971,-1.962724566459656,1.990589618682861,4.8
2022-05-03 03:00:00,2022-05-04 00:00:00,21,-3.3848094940185547,2.82258677482605,-8.124809265136719,5.042586803436279,-7.064809799194336,4.372586727142334,-1.7548096179962158,2.2625865936279297,4.0
2022-05-03 03:00:00,2022-05-03 18:00:00,15,-2.756267070770264,2.687187433242798,-7.23626708984375,4.877187728881836,-5.916266918182373,4.607187271118164,-1.646267056465149,2.157187461853028,5.3
2022-05-03 03:00:00,2022-05-03 09:00:00,6,-3.320895910263061,3.766855478286743,-6.360896110534668,5.766855239868164,-5.540895938873291,5.516855239868164,-2.8808960914611816,3.8168554306030273,2.5
2022-05-03 03:00:00,2022-05-04 03:00:00,24,-3.487194776535034,2.621325731277466,-8.587194442749023,4.541325569152832,-7.247194766998291,4.231325626373291,-1.5771948099136353,2.1413257122039795,3.9
2022-05-03 03:00:00,2022-05-03 06:00:00,3,-0.4930078089237213,2.7164306640625,-5.793007850646973,5.896430492401123,-4.3330078125,5.176430702209473,-0.2230078130960464,2.356430768966675,2.2
2022-05-03 03:00:00,2022-05-03 15:00:00,12,-4.081398963928223,3.471565008163452,-5.831398963928223,5.661564826965332,-5.041399002075195,5.201564788818359,-4.001399040222168,3.031564950942993,5.1
2022-05-03 03:00:00,2022-05-03 12:00:00,9,-4.335446834564209,3.7346460819244394,-6.035446643829346,5.6046462059021,-5.125446796417236,5.474646091461182,-4.135446548461914,3.344645977020264,4.4
2022-05-03 09:00:00,2022-05-03 21:00:00,12,-3.073124885559082,2.570979118347168,-7.473124980926514,5.040978908538818,-6.563125133514404,4.600978851318359,-1.5231250524520874,2.000978946685791,4.8
2022-05-03 09:00:00,2022-05-04 06:00:00,21,-2.256105899810791,2.1633434295654297,-7.356105804443359,4.243343353271484,-5.876105785369873,4.173343658447266,-0.8261059522628784,2.143343448638916,3.4
2022-05-03 09:00:00,2022-05-03 18:00:00,9,-2.645261287689209,2.7801709175109863,-6.645261287689209,5.0501708984375,-5.45526123046875,4.510170936584473,-1.5752612352371216,2.020170927047729,5.3
2022-05-03 09:00:00,2022-05-03 15:00:00,6,-3.9816064834594727,3.3165111541748047,-5.631606578826904,5.346511363983154,-4.811606407165527,4.946511268615723,-3.881606340408325,3.0265111923217773,5.1
2022-05-03 09:00:00,2022-05-03 12:00:00,3,-4.125920295715332,3.3093433380126958,-5.415920257568359,5.38934326171875,-4.855920314788818,4.959343433380127,-4.215920448303223,3.0493433475494385,4.4
2022-05-03 09:00:00,2022-05-04 09:00:00,24,-4.343327522277832,2.741450309753418,-7.513327598571777,3.951450109481812,-6.393327713012695,3.6914501190185542,-4.2533278465271,2.5914502143859863,2.4
2022-05-03 09:00:00,2022-05-04 00:00:00,15,-3.390388250350952,2.720388174057007,-8.12038803100586,4.750388145446777,-6.780388355255127,4.230388164520264,-1.770388126373291,2.1103882789611816,4.0
2022-05-03 09:00:00,2022-05-04 03:00:00,18,-2.945305109024048,2.362062931060791,-7.365304946899414,4.502062797546387,-6.355305194854736,4.122063159942627,-1.2553051710128784,2.252063035964966,3.9
2022-05-03 15:00:00,2022-05-04 00:00:00,9,-3.0312132835388184,2.702155828475952,-7.68121337890625,4.852155685424805,-6.381213188171387,4.402155876159668,-1.4012134075164795,2.1221556663513184,4.0
2022-05-03 15:00:00,2022-05-04 15:00:00,24,-3.791064500808716,3.811245203018189,-6.351064682006836,6.631245136260986,-5.391064643859863,5.921245098114014,-3.991064548492432,3.3812451362609863,4.0
2022-05-03 15:00:00,2022-05-04 12:00:00,21,-4.805781364440918,3.595449209213257,-7.135781288146973,5.425449371337891,-6.435781478881836,5.105449199676514,-4.695781230926514,3.465449333190918,2.8
2022-05-03 15:00:00,2022-05-04 06:00:00,15,-1.9229565858840945,2.622290134429932,-6.922956466674805,4.772290229797363,-5.422956466674805,4.75229024887085,-0.4429565370082855,2.162290096282959,3.4
2022-05-03 15:00:00,2022-05-04 03:00:00,12,-2.53240966796875,2.547837018966675,-7.152409553527832,4.827836990356445,-6.0624098777771,4.417837142944336,-1.0624096393585205,2.3278369903564453,3.9
2022-05-03 15:00:00,2022-05-04 09:00:00,18,-4.373569488525391,3.133005380630493,-7.623569488525391,4.603005409240723,-6.643569469451904,3.933005332946777,-4.153569221496582,2.883005380630493,2.4
2022-05-03 15:00:00,2022-05-03 18:00:00,3,-2.688369035720825,2.895825147628784,-6.818368911743164,5.335824966430664,-5.468369007110596,4.725825309753418,-1.738369107246399,2.165825128555298,5.3
2022-05-03 15:00:00,2022-05-03 21:00:00,6,-2.929560661315918,2.6254467964172363,-7.219560623168945,5.14544677734375,-6.279560565948486,4.795446872711182,-1.4995605945587158,2.135446786880493,4.8
2022-05-03 21:00:00,2022-05-04 06:00:00,9,-1.6232616901397705,2.579046726226806,-6.393261909484863,5.149046421051025,-4.913261890411377,4.689046859741211,-0.1432617157697677,2.1490466594696045,3.4
2022-05-03 21:00:00,2022-05-04 21:00:00,24,-2.690666437149048,2.7931079864501958,-7.280666351318359,5.753108024597168,-5.880666732788086,5.473107814788818,-1.8806664943695068,2.2231078147888184,2.2
2022-05-03 21:00:00,2022-05-04 03:00:00,6,-2.389882802963257,2.5159618854522705,-6.609882831573486,4.775961875915527,-5.539882659912109,4.475961685180664,-1.1998828649520874,2.0859618186950684,3.9
2022-05-03 21:00:00,2022-05-04 18:00:00,21,-2.389377355575561,3.579045295715332,-6.359377384185791,6.689045429229736,-4.959377288818359,6.029045581817627,-1.9693773984909055,2.909045457839966,4.5
2022-05-03 21:00:00,2022-05-04 12:00:00,15,-4.634318828582764,3.468270301818848,-7.134318828582764,5.388270378112793,-6.36431884765625,5.148270130157471,-4.494318962097168,3.39827036857605,2.8
2022-05-03 21:00:00,2022-05-04 00:00:00,3,-2.990483283996582,2.6821985244750977,-7.540483474731445,4.922198295593262,-6.350483417510986,4.342198371887207,-1.3804833889007568,2.05219841003418,4.0
2022-05-03 21:00:00,2022-05-04 15:00:00,18,-3.538278818130493,3.7451012134552,-6.408278942108154,6.515101432800293,-5.3282790184021,5.825101375579834,-3.5882787704467773,3.615101337432861,4.0
2022-05-03 21:00:00,2022-05-04 09:00:00,12,-3.990971565246582,3.3513453006744385,-7.15097188949585,4.851345062255859,-6.050971508026123,4.611345291137695,-3.970971584320069,3.0913453102111816,2.4
2022-05-04 03:00:00,2022-05-04 06:00:00,3,-1.556516170501709,2.6509509086608887,-6.596516132354736,5.360950946807861,-5.186516284942627,4.820950984954834,-0.11651611328125,2.230950832366944,3.4
2022-05-04 03:00:00,2022-05-05 00:00:00,21,-1.848186016082764,3.0399389266967773,-7.128186225891113,5.709939002990723,-5.678185939788818,5.039938926696777,-0.5681860446929932,2.379939079284668,2.3
2022-05-04 03:00:00,2022-05-04 15:00:00,12,-3.557192325592041,3.852636814117432,-6.307192325592041,6.742636680603027,-5.21719217300415,6.032636642456055,-3.7171924114227295,3.592636823654175,4.0
2022-05-04 03:00:00,2022-05-04 12:00:00,9,-4.389628887176514,3.5908679962158203,-6.939629077911377,5.580867767333984,-6.099628925323486,5.280868053436279,-4.33962869644165,3.4008679389953613,2.8
2022-05-04 03:00:00,2022-05-04 09:00:00,6,-3.981398820877075,3.324610710144043,-7.221398830413818,4.924610614776611,-6.261398792266846,4.424610614776611,-4.001399040222168,3.1746106147766118,2.4
2022-05-04 03:00:00,2022-05-05 03:00:00,24,-1.289792537689209,2.527346134185791,-7.679792404174805,4.817346096038818,-6.049792289733887,4.46734619140625,0.0202075187116861,2.157346248626709,2.1
2022-05-04 03:00:00,2022-05-04 18:00:00,15,-2.499089241027832,3.6423046588897705,-6.239089488983154,7.042304515838623,-4.889089584350586,6.372304916381836,-2.119089365005493,3.122304677963257,4.5
2022-05-04 03:00:00,2022-05-04 21:00:00,18,-2.5204052925109863,3.165122032165528,-7.210405349731445,5.835122108459473,-5.620405197143555,5.495121955871582,-1.4004052877426147,2.5851221084594727,2.2
2022-05-04 09:00:00,2022-05-05 03:00:00,18,-1.3924658298492432,2.8360912799835205,-7.4024658203125,5.906091213226318,-5.882465839385986,5.186091423034668,-0.4324658215045929,2.496091365814209,2.1
2022-05-04 09:00:00,2022-05-05 00:00:00,15,-1.5552661418914795,3.1648998260498047,-6.695266246795654,6.444900035858154,-5.265265941619873,5.354899883270264,-0.4952661097049713,2.5548999309539795,2.3
2022-05-04 09:00:00,2022-05-05 06:00:00,21,-1.2500463724136353,2.5064537525177,-7.190046310424805,5.646453857421875,-5.720046520233154,5.136453628540039,-0.5900464057922363,2.0564539432525635,1.6
2022-05-04 09:00:00,2022-05-04 18:00:00,9,-2.630588293075561,3.590494394302368,-5.970588207244873,7.220494270324707,-4.730588436126709,6.390494346618652,-2.3705883026123047,3.1404943466186523,4.5
2022-05-04 09:00:00,2022-05-05 09:00:00,24,-3.97676157951355,3.346508741378784,-7.436761379241943,4.966508865356445,-6.526761531829834,4.806509017944336,-3.746761560440064,3.2565088272094727,2.4
2022-05-04 09:00:00,2022-05-04 21:00:00,12,-2.293747663497925,3.262822151184082,-6.943747520446777,6.192822456359863,-5.523747444152832,5.67282247543335,-1.2937475442886353,2.592822313308716,2.2
2022-05-04 09:00:00,2022-05-04 15:00:00,6,-3.4157886505126958,3.936716318130493,-5.575788497924805,6.966716289520264,-4.675788402557373,6.126716136932373,-3.8257884979248047,3.6067163944244394,4.0
2022-05-04 09:00:00,2022-05-04 12:00:00,3,-4.277432918548584,3.597529411315918,-6.877432823181152,5.557529449462891,-6.027432918548584,5.337529182434082,-4.137433052062988,3.437529325485229,2.8
2022-05-04 15:00:00,2022-05-05 09:00:00,18,-3.271186590194702,3.576479434967041,-6.661186695098877,5.846479415893555,-5.881186485290527,5.186479568481445,-3.461186408996582,3.4964795112609863,2.4
2022-05-04 15:00:00,2022-05-05 12:00:00,21,-4.21034049987793,3.729450702667236,-7.060340404510498,5.99945068359375,-6.280340671539307,5.099450588226318,-4.510340690612793,3.629450798034668,4.7
2022-05-04 15:00:00,2022-05-05 00:00:00,9,-0.9705786108970642,2.974972009658813,-6.28057861328125,6.304971694946289,-4.630578517913818,5.544971942901611,-0.1105786114931106,2.514971971511841,2.3
2022-05-04 15:00:00,2022-05-04 18:00:00,3,-2.584287166595459,3.6565990447998047,-5.824286937713623,7.366599082946777,-4.664287090301514,6.426599025726318,-2.3142871856689453,3.1065990924835205,4.5
2022-05-04 15:00:00,2022-05-05 15:00:00,24,-3.688967227935791,3.894931554794312,-7.198967456817627,6.484931468963623,-6.4089674949646,5.424931526184082,-3.808967351913452,3.204931735992432,3.3
2022-05-04 15:00:00,2022-05-05 03:00:00,12,-0.9269702434539796,2.776857852935791,-6.466970443725586,6.286858081817627,-4.896970272064209,5.576858043670654,-0.3769702017307281,2.486857891082764,2.1
2022-05-04 15:00:00,2022-05-04 21:00:00,6,-2.1666431427001958,3.242163181304932,-6.4666428565979,6.352163314819336,-5.186643123626709,5.5921630859375,-0.9366430640220642,2.542163133621216,2.2
2022-05-04 15:00:00,2022-05-05 06:00:00,15,-1.1179345846176147,2.511167049407959,-6.457934379577637,6.421166896820068,-5.467934608459473,5.481166839599609,-0.4079345762729645,1.9311670064926147,1.6
2022-05-04 21:00:00,2022-05-05 12:00:00,15,-4.609743595123291,3.4947705268859863,-7.619743824005127,5.374770641326904,-6.689743518829346,5.344770431518555,-4.869743824005127,3.5347704887390137,4.7
2022-05-04 21:00:00,2022-05-05 21:00:00,24,-2.757741689682007,1.651088833808899,-7.4677414894104,3.141088962554932,-6.167741775512695,3.811088800430298,-1.5177416801452637,1.8810888528823853,2.9
2022-05-04 21:00:00,2022-05-05 00:00:00,3,-0.4053515493869781,2.7664966583251958,-5.035351753234863,6.476496696472168,-3.345351457595825,5.8164963722229,-0.1253515630960464,2.646496534347534,2.3
2022-05-04 21:00:00,2022-05-05 06:00:00,9,-0.5497692823410034,2.395393133163452,-5.069769382476807,7.025393009185791,-4.349769115447998,5.945393085479736,-0.0797692835330963,1.8853930234909055,1.6
2022-05-04 21:00:00,2022-05-05 18:00:00,21,-3.644335985183716,2.365917921066284,-7.704336166381836,4.255918025970459,-6.864336013793945,4.425918102264404,-2.914335966110229,2.455918073654175,2.9
2022-05-04 21:00:00,2022-05-05 09:00:00,12,-3.0510289669036865,3.948779344558716,-6.231029033660889,6.768779277801514,-5.54102897644043,6.018779277801514,-3.421029090881348,3.738779306411743,2.4
2022-05-04 21:00:00,2022-05-05 03:00:00,6,-0.3274096548557281,2.695556640625,-4.817409515380859,6.985556602478027,-3.62740969657898,5.995556831359863,0.2425903379917144,2.515556573867798,2.1
